Year,Country,Value,Indicator
2023,DK,5.1,Unemployment rate
2024,DK,6.2,Unemployment rate
2015,EE,6.4,Unemployment rate
2016,EE,6.8,Unemployment rate
2017,EE,5.8,Unemployment rate
2018,EE,5.4,Unemployment rate
2019,EE,4.5,Unemployment rate
2020,EE,6.9,Unemployment rate
2021,EE,6.2,Unemployment rate
2022,EE,5.6,Unemployment rate
2023,EE,6.4,Unemployment rate
2024,EE,7.6,Unemployment rate
2015,EL,25.0,Unemployment rate
2016,EL,23.9,Unemployment rate
2017,EL,21.8,Unemployment rate
2018,EL,19.7,Unemployment rate
2019,EL,17.9,Unemployment rate
2020,EL,17.6,Unemployment rate
2021,EL,14.7,Unemployment rate
2022,EL,12.5,Unemployment rate
2023,EL,11.1,Unemployment rate
2024,EL,10.1,Unemployment rate
2015,ES,22.1,Unemployment rate
2016,ES,19.6,Unemployment rate
2017,ES,17.2,Unemployment rate
2018,ES,15.3,Unemployment rate
2019,ES,14.1,Unemployment rate
2020,ES,15.5,Unemployment rate
2021,ES,14.9,Unemployment rate
2022,ES,13.0,Unemployment rate
2023,ES,12.2,Unemployment rate
2024,ES,11.4,Unemployment rate
2015,FI,9.4,Unemployment rate
2016,FI,8.9,Unemployment rate
2017,FI,8.7,Unemployment rate
2018,FI,7.5,Unemployment rate
2019,FI,6.8,Unemployment rate
2020,FI,7.7,Unemployment rate
2021,FI,7.7,Unemployment rate
2022,FI,6.8,Unemployment rate
2023,FI,7.2,Unemployment rate
2024,FI,8.4,Unemployment rate
2015,FR,10.3,Unemployment rate
2016,FR,10.1,Unemployment rate
2017,FR,9.4,Unemployment rate
2018,FR,9.0,Unemployment rate
2019,FR,8.4,Unemployment rate
2020,FR,8.0,Unemployment rate
2021,FR,7.9,Unemployment rate
2022,FR,7.3,Unemployment rate
2023,FR,7.3,Unemployment rate
2024,FR,7.4,Unemployment rate
2015,HR,16.2,Unemployment rate
2016,HR,13.0,Unemployment rate
2017,HR,11.1,Unemployment rate
2018,HR,8.3,Unemployment rate
2019,HR,6.6,Unemployment rate
2020,HR,7.4,Unemployment rate
2021,HR,7.5,Unemployment rate
2022,HR,6.8,Unemployment rate
2023,HR,6.1,Unemployment rate
2024,HR,5.0,Unemployment rate
2015,HU,6.6,Unemployment rate
2016,HU,5.0,Unemployment rate
2017,HU,4.0,Unemployment rate
2018,HU,3.6,Unemployment rate
2019,HU,3.3,Unemployment rate
2020,HU,4.1,Unemployment rate
2021,HU,4.0,Unemployment rate
2022,HU,3.6,Unemployment rate
2023,HU,4.1,Unemployment rate
2024,HU,4.5,Unemployment rate
2015,IE,9.9,Unemployment rate
2016,IE,8.4,Unemployment rate
2017,IE,6.7,Unemployment rate
2018,IE,5.8,Unemployment rate
2019,IE,5.0,Unemployment rate
2020,IE,5.9,Unemployment rate
2021,IE,6.2,Unemployment rate
2022,IE,4.5,Unemployment rate
2023,IE,4.3,Unemployment rate
2024,IE,4.3,Unemployment rate
2015,IT,12.0,Unemployment rate
2016,IT,11.7,Unemployment rate
2017,IT,11.3,Unemployment rate
2018,IT,10.6,Unemployment rate
2019,IT,9.9,Unemployment rate
2020,IT,9.3,Unemployment rate
2021,IT,9.5,Unemployment rate
2022,IT,8.1,Unemployment rate
2023,IT,7.7,Unemployment rate
2024,IT,6.5,Unemployment rate
2015,LT,9.1,Unemployment rate
2016,LT,7.9,Unemployment rate
2017,LT,7.1,Unemployment rate
2018,LT,6.2,Unemployment rate
2019,LT,6.3,Unemployment rate
2020,LT,8.5,Unemployment rate
2021,LT,7.1,Unemployment rate
2022,LT,6.0,Unemployment rate
2023,LT,6.9,Unemployment rate
2024,LT,7.1,Unemployment rate
2015,LU,6.7,Unemployment rate
2016,LU,6.3,Unemployment rate
2017,LU,5.5,Unemployment rate
2018,LU,5.6,Unemployment rate
2019,LU,5.6,Unemployment rate
2020,LU,6.8,Unemployment rate
2021,LU,5.3,Unemployment rate
2022,LU,4.6,Unemployment rate
2023,LU,5.2,Unemployment rate
2024,LU,6.4,Unemployment rate
2015,LV,9.9,Unemployment rate
2016,LV,9.7,Unemployment rate
2017,LV,8.7,Unemployment rate
2018,LV,7.4,Unemployment rate
2019,LV,6.3,Unemployment rate
2020,LV,8.1,Unemployment rate
2021,LV,7.6,Unemployment rate
2022,LV,6.9,Unemployment rate
2023,LV,6.5,Unemployment rate
2024,LV,6.9,Unemployment rate
2015,MT,5.4,Unemployment rate
2016,MT,4.7,Unemployment rate
2017,MT,4.0,Unemployment rate
2018,MT,4.0,Unemployment rate
2019,MT,4.1,Unemployment rate
2020,MT,4.9,Unemployment rate
2021,MT,3.8,Unemployment rate
2022,MT,3.5,Unemployment rate
2023,MT,3.5,Unemployment rate
2024,MT,3.1,Unemployment rate
2015,NL,7.9,Unemployment rate
2016,NL,7.0,Unemployment rate
2017,NL,5.9,Unemployment rate
2018,NL,4.9,Unemployment rate
2019,NL,4.4,Unemployment rate
2020,NL,4.9,Unemployment rate
2021,NL,4.2,Unemployment rate
2022,NL,3.5,Unemployment rate
2023,NL,3.6,Unemployment rate
2024,NL,3.7,Unemployment rate
2015,PL,7.7,Unemployment rate
2016,PL,6.3,Unemployment rate
2017,PL,5.0,Unemployment rate
2018,PL,3.9,Unemployment rate
2019,PL,3.3,Unemployment rate
2020,PL,3.2,Unemployment rate
2021,PL,3.4,Unemployment rate
2022,PL,2.9,Unemployment rate
2023,PL,2.8,Unemployment rate
2024,PL,2.9,Unemployment rate
2015,PT,13.0,Unemployment rate
2016,PT,11.5,Unemployment rate
2017,PT,9.2,Unemployment rate
2018,PT,7.2,Unemployment rate
2019,PT,6.6,Unemployment rate
2020,PT,7.1,Unemployment rate
2021,PT,6.7,Unemployment rate
2022,PT,6.2,Unemployment rate
2023,PT,6.5,Unemployment rate
2024,PT,6.5,Unemployment rate
2015,RO,8.4,Unemployment rate
2016,RO,7.2,Unemployment rate
2017,RO,6.1,Unemployment rate
2018,RO,5.3,Unemployment rate
2019,RO,4.9,Unemployment rate
2020,RO,6.1,Unemployment rate
2021,RO,5.6,Unemployment rate
2022,RO,5.6,Unemployment rate
2023,RO,5.6,Unemployment rate
2024,RO,5.4,Unemployment rate
2015,SE,7.5,Unemployment rate
2016,SE,7.1,Unemployment rate
2017,SE,6.8,Unemployment rate
2018,SE,6.5,Unemployment rate
2019,SE,6.9,Unemployment rate
2020,SE,8.5,Unemployment rate
2021,SE,8.9,Unemployment rate
2022,SE,7.5,Unemployment rate
2023,SE,7.7,Unemployment rate
2024,SE,8.4,Unemployment rate
2015,SI,9.0,Unemployment rate
2016,SI,8.0,Unemployment rate
2017,SI,6.6,Unemployment rate
2018,SI,5.1,Unemployment rate
2019,SI,4.4,Unemployment rate
2020,SI,5.0,Unemployment rate
2021,SI,4.8,Unemployment rate
2022,SI,4.0,Unemployment rate
2023,SI,3.7,Unemployment rate
2024,SI,3.7,Unemployment rate
2015,SK,11.5,Unemployment rate
2016,SK,9.6,Unemployment rate
2017,SK,8.1,Unemployment rate
2018,SK,6.5,Unemployment rate
2019,SK,5.7,Unemployment rate
2020,SK,6.7,Unemployment rate
2021,SK,6.8,Unemployment rate
2022,SK,6.1,Unemployment rate
2023,SK,5.8,Unemployment rate
2024,SK,5.3,Unemployment rate
2015,AT,0.4,Labour force participation rate
2016,AT,0.8,Labour force participation rate
2017,AT,1.1,Labour force participation rate
2018,AT,1.3,Labour force participation rate
2019,AT,0.7,Labour force participation rate
2020,AT,-0.4,Labour force participation rate
2021,AT,0.1,Labour force participation rate
2022,AT,0.5,Labour force participation rate
2023,AT,1.8,Labour force participation rate
2024,AT,1.0,Labour force participation rate
2015,BE,0.7,Labour force participation rate
2016,BE,0.1,Labour force participation rate
2017,BE,0.2,Labour force participation rate
2018,BE,0.9,Labour force participation rate
2019,BE,1.4,Labour force participation rate
2020,BE,0.4,Labour force participation rate
2021,BE,1.1,Labour force participation rate
2022,BE,1.4,Labour force participation rate
2023,BE,2.1,Labour force participation rate
2024,BE,1.1,Labour force participation rate
2015,BG,2.2,Labour force participation rate
2016,BG,0.4,Labour force participation rate
2017,BG,2.3,Labour force participation rate
2018,BG,2.2,Labour force participation rate
2019,BG,5.0,Labour force participation rate
2020,BG,1.4,Labour force participation rate
2021,BG,0.9,Labour force participation rate
2022,BG,0.1,Labour force participation rate
2023,BG,1.3,Labour force participation rate
2024,BG,1.7,Labour force participation rate
2015,CY,0.4,Labour force participation rate
2016,CY,-0.2,Labour force participation rate
2017,CY,-0.4,Labour force participation rate
2018,CY,1.1,Labour force participation rate
2019,CY,3.7,Labour force participation rate
2020,CY,3.0,Labour force participation rate
2021,CY,2.7,Labour force participation rate
2022,CY,2.1,Labour force participation rate
2023,CY,3.1,Labour force participation rate
2024,CY,1.8,Labour force participation rate
2015,CZ,2.4,Labour force participation rate
2016,CZ,2.1,Labour force participation rate
2017,CZ,2.4,Labour force participation rate
2018,CZ,2.6,Labour force participation rate
2019,CZ,1.7,Labour force participation rate
2020,CZ,0.5,Labour force participation rate
2021,CZ,0.0,Labour force participation rate
2022,CZ,0.5,Labour force participation rate
2023,CZ,0.7,Labour force participation rate
2024,CZ,0.9,Labour force participation rate
2015,DE,0.4,Labour force participation rate
2016,DE,0.3,Labour force participation rate
2017,DE,0.5,Labour force participation rate
2018,DE,1.1,Labour force participation rate
2019,DE,1.3,Labour force participation rate
2020,DE,0.3,Labour force participation rate
2021,DE,1.0,Labour force participation rate
2022,DE,1.3,Labour force participation rate
2023,DE,2.4,Labour force participation rate
2024,DE,1.7,Labour force participation rate
2015,DK,-0.3,Labour force participation rate
2016,DK,0.9,Labour force participation rate
2017,DK,1.3,Labour force participation rate
2018,DK,1.3,Labour force participation rate
2019,DK,1.6,Labour force participation rate
2020,DK,1.1,Labour force participation rate
2021,DK,1.4,Labour force participation rate
2022,DK,1.3,Labour force participation rate
2023,DK,1.8,Labour force participation rate
2024,DK,2.8,Labour force participation rate
2015,EE,1.4,Labour force participation rate
2016,EE,2.1,Labour force participation rate
2017,EE,3.3,Labour force participation rate
2018,EE,2.3,Labour force participation rate
2019,EE,1.3,Labour force participation rate
2020,EE,0.4,Labour force participation rate
2021,EE,-0.2,Labour force participation rate
2022,EE,2.0,Labour force participation rate
2023,EE,2.0,Labour force participation rate
2024,EE,3.1,Labour force participation rate
2015,EL,0.4,Labour force participation rate
2016,EL,0.8,Labour force participation rate
2017,EL,0.9,Labour force participation rate
2018,EL,0.4,Labour force participation rate
2019,EL,0.3,Labour force participation rate
2020,EL,-2.9,Labour force participation rate
2021,EL,-0.8,Labour force participation rate
2022,EL,0.9,Labour force participation rate
2023,EL,4.2,Labour force participation rate
2024,EL,3.2,Labour force participation rate
2015,ES,0.0,Labour force participation rate
2016,ES,-0.1,Labour force participation rate
2017,ES,-0.3,Labour force participation rate
2018,ES,-0.6,Labour force participation rate
2019,ES,-0.4,Labour force participation rate
2020,ES,-1.7,Labour force participation rate
2021,ES,0.0,Labour force participation rate
2022,ES,0.2,Labour force participation rate
2023,ES,2.3,Labour force participation rate
2024,ES,0.9,Labour force participation rate
2015,FI,0.4,Labour force participation rate
2016,FI,0.6,Labour force participation rate
2017,FI,1.2,Labour force participation rate
2018,FI,2.2,Labour force participation rate
2019,FI,2.3,Labour force participation rate
2020,FI,1.5,Labour force participation rate
2021,FI,1.8,Labour force participation rate
2022,FI,2.5,Labour force participation rate
2023,FI,2.6,Labour force participation rate
2024,FI,0.6,Labour force participation rate
2015,FR,0.8,Labour force participation rate
2016,FR,0.5,Labour force participation rate
2017,FR,0.4,Labour force participation rate
2018,FR,0.6,Labour force participation rate
2019,FR,0.3,Labour force participation rate
2020,FR,-0.4,Labour force participation rate
2021,FR,0.2,Labour force participation rate
2022,FR,1.0,Labour force participation rate
2023,FR,1.9,Labour force participation rate
2024,FR,1.5,Labour force participation rate
2015,HR,3.0,Labour force participation rate
2016,HR,1.8,Labour force participation rate
2017,HR,0.2,Labour force participation rate
2018,HR,-0.8,Labour force participation rate
2019,HR,0.9,Labour force participation rate
2020,HR,1.0,Labour force participation rate
2021,HR,2.9,Labour force participation rate
2022,HR,3.7,Labour force participation rate
2023,HR,2.9,Labour force participation rate
2024,HR,2.9,Labour force participation rate
2015,HU,4.8,Labour force participation rate
2016,HU,5.4,Labour force participation rate
2017,HU,4.3,Labour force participation rate
2018,HU,3.7,Labour force participation rate
2019,HU,2.8,Labour force participation rate
2020,HU,2.1,Labour force participation rate
2021,HU,2.1,Labour force participation rate
2022,HU,2.4,Labour force participation rate
2023,HU,3.0,Labour force participation rate
2024,HU,2.3,Labour force participation rate
2015,IE,0.9,Labour force participation rate
2016,IE,0.8,Labour force participation rate
2017,IE,0.8,Labour force participation rate
2018,IE,0.8,Labour force participation rate
2019,IE,0.6,Labour force participation rate
2020,IE,-1.8,Labour force participation rate
2021,IE,1.8,Labour force participation rate
2022,IE,3.6,Labour force participation rate
2023,IE,6.7,Labour force participation rate
2024,IE,3.3,Labour force participation rate
2015,IT,0.8,Labour force participation rate
2016,IT,1.9,Labour force participation rate
2017,IT,1.7,Labour force participation rate
2018,IT,1.8,Labour force participation rate
2019,IT,0.9,Labour force participation rate
2020,IT,-1.8,Labour force participation rate
2021,IT,-1.1,Labour force participation rate
2022,IT,-0.2,Labour force participation rate
2023,IT,3.2,Labour force participation rate
2024,IT,2.1,Labour force participation rate
2015,LT,2.3,Labour force participation rate
2016,LT,3.1,Labour force participation rate
2017,LT,2.2,Labour force participation rate
2018,LT,3.2,Labour force participation rate
2019,LT,2.5,Labour force participation rate
2020,LT,2.6,Labour force participation rate
2021,LT,0.9,Labour force participation rate
2022,LT,0.6,Labour force participation rate
2023,LT,0.3,Labour force participation rate
2024,LT,1.3,Labour force participation rate
2015,LU,1.5,Labour force participation rate
2016,LU,0.1,Labour force participation rate
2017,LU,-0.6,Labour force participation rate
2018,LU,0.2,Labour force participation rate
2019,LU,2.0,Labour force participation rate
2020,LU,2.0,Labour force participation rate
2021,LU,2.1,Labour force participation rate
2022,LU,1.5,Labour force participation rate
2023,LU,1.9,Labour force participation rate
2024,LU,1.3,Labour force participation rate
2015,LV,1.4,Labour force participation rate
2016,LV,2.4,Labour force participation rate
2017,LV,2.5,Labour force participation rate
2018,LV,1.9,Labour force participation rate
2019,LV,1.1,Labour force participation rate
2020,LV,1.1,Labour force participation rate
2021,LV,-1.8,Labour force participation rate
2022,LV,-0.5,Labour force participation rate
2023,LV,-1.4,Labour force participation rate
2024,LV,0.9,Labour force participation rate
2015,MT,4.9,Labour force participation rate
2016,MT,4.3,Labour force participation rate
2017,MT,4.4,Labour force participation rate
2018,MT,5.3,Labour force participation rate
2019,MT,4.2,Labour force participation rate
2020,MT,3.8,Labour force participation rate
2021,MT,3.0,Labour force participation rate
2022,MT,4.5,Labour force participation rate
2023,MT,4.7,Labour force participation rate
2024,MT,5.0,Labour force participation rate
2015,NL,0.6,Labour force participation rate
2016,NL,0.3,Labour force participation rate
2017,NL,0.7,Labour force participation rate
2018,NL,0.6,Labour force participation rate
2019,NL,1.2,Labour force participation rate
2020,NL,1.2,Labour force participation rate
2021,NL,1.0,Labour force participation rate
2022,NL,1.3,Labour force participation rate
2023,NL,2.1,Labour force participation rate
2024,NL,1.8,Labour force participation rate
2015,PL,2.0,Labour force participation rate
2016,PL,2.4,Labour force participation rate
2017,PL,2.3,Labour force participation rate
2018,PL,2.6,Labour force participation rate
2019,PL,2.3,Labour force participation rate
2020,PL,1.5,Labour force participation rate
2021,PL,3.5,Labour force participation rate
2022,PL,3.5,Labour force participation rate
2023,PL,4.3,Labour force participation rate
2024,PL,1.8,Labour force participation rate
2015,PT,0.9,Labour force participation rate
2016,PT,1.5,Labour force participation rate
2017,PT,2.0,Labour force participation rate
2018,PT,2.2,Labour force participation rate
2019,PT,2.1,Labour force participation rate
2020,PT,-0.2,Labour force participation rate
2021,PT,0.4,Labour force participation rate
2022,PT,1.4,Labour force participation rate
2023,PT,4.0,Labour force participation rate
2024,PT,3.2,Labour force participation rate
2015,RO,2.3,Labour force participation rate
2016,RO,2.3,Labour force participation rate
2017,RO,3.0,Labour force participation rate
2018,RO,2.5,Labour force participation rate
2019,RO,3.1,Labour force participation rate
2020,RO,2.3,Labour force participation rate
2021,RO,3.2,Labour force participation rate
2022,RO,3.5,Labour force participation rate
2023,RO,2.7,Labour force participation rate
2024,RO,1.8,Labour force participation rate
2015,SE,1.5,Labour force participation rate
2016,SE,1.0,Labour force participation rate
2017,SE,0.9,Labour force participation rate
2018,SE,1.0,Labour force participation rate
2019,SE,0.8,Labour force participation rate
2020,SE,-0.1,Labour force participation rate
2021,SE,0.1,Labour force participation rate
2022,SE,0.7,Labour force participation rate
2023,SE,1.9,Labour force participation rate
2024,SE,1.2,Labour force participation rate
2015,SI,1.4,Labour force participation rate
2016,SI,1.1,Labour force participation rate
2017,SI,3.2,Labour force participation rate
2018,SI,3.2,Labour force participation rate
2019,SI,3.5,Labour force participation rate
2020,SI,0.2,Labour force participation rate
2021,SI,0.6,Labour force participation rate
2022,SI,1.6,Labour force participation rate
2023,SI,1.4,Labour force participation rate
2024,SI,0.9,Labour force participation rate
2015,SK,1.6,Labour force participation rate
2016,SK,2.1,Labour force participation rate
2017,SK,1.9,Labour force participation rate
2018,SK,1.5,Labour force participation rate
2019,SK,0.8,Labour force participation rate
2020,SK,0.4,Labour force participation rate
2021,SK,0.2,Labour force participation rate
2022,SK,1.4,Labour force participation rate
2023,SK,2.0,Labour force participation rate
2024,SK,2.0,Labour force participation rate
